TIME, AC_VRMS_1, AC_IRMS_1, AC_P_1, AC_S_1, AC_Q_1, AC_PF_1, AC_FREQ_1, AC_VRMS_2, AC_IRMS_2, AC_P_2, AC_S_2, AC_Q_2, AC_PF_2, AC_FREQ_2, AC_VRMS_3, AC_IRMS_3, AC_P_3, AC_S_3, AC_Q_3, AC_PF_3, AC_FREQ_3, DC_V, DC_I, DC_P, AC_IRMS_MIN
1549002992.95, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 
1549002993.53, 277.388, 5.91, 1619.0, 1619.0, -10.0, 0.99998, 60.0, 277.33, 6.03, 1623.0, 1623.0, 0.0, -1.0, 60.002, 277.272, 5.82, 1610.0, 1610.0, -5.0, 0.99999, 60.001, 454.67, 0.236, 107.0, 
1549002994.12, 277.319, 5.9, 1618.0, 1618.0, -10.0, 0.99998, 60.001, 277.48, 6.04, 1623.0, 1623.0, 4.0, -1.0, 60.0, 277.236, 5.83, 1609.0, 1609.0, -5.0, 1.0, 60.0, 455.66, 0.232, 106.0, 
1549002994.63, 277.319, 5.9, 1618.0, 1618.0, -10.0, 0.99998, 60.001, 277.48, 6.04, 1623.0, 1623.0, 4.0, -1.0, 60.0, 277.236, 5.83, 1609.0, 1609.0, -5.0, 1.0, 60.0, 455.66, 0.232, 106.0, 
1549002995.12, 277.384, 5.9, 1618.0, 1618.0, -9.0, 0.99998, 60.0, 277.437, 6.04, 1623.0, 1623.0, 6.0, -0.99999, 60.0, 277.18, 5.81, 1606.0, 1606.0, -7.0, 0.99999, 60.0, 461.2, 0.236, 109.0, 
1549002995.62, 277.384, 5.9, 1618.0, 1618.0, -9.0, 0.99998, 60.0, 277.437, 6.04, 1623.0, 1623.0, 6.0, -0.99999, 60.0, 277.18, 5.81, 1606.0, 1606.0, -7.0, 0.99999, 60.0, 461.2, 0.236, 109.0, 
1549002996.12, 277.319, 5.9, 1617.0, 1617.0, -12.0, 0.99997, 60.001, 277.389, 6.05, 1627.0, 1627.0, 5.0, -1.0, 60.0, 277.189, 5.82, 1609.0, 1609.0, -6.0, 0.99999, 60.0, 460.33, 0.238, 110.0, 
1549002996.62, 277.319, 5.9, 1617.0, 1617.0, -12.0, 0.99997, 60.001, 277.389, 6.05, 1627.0, 1627.0, 5.0, -1.0, 60.0, 277.189, 5.82, 1609.0, 1609.0, -6.0, 0.99999, 60.0, 460.33, 0.238, 110.0, 
1549002997.12, 277.399, 5.9, 1619.0, 1619.0, -7.0, 0.99999, 60.001, 277.459, 6.06, 1629.0, 1629.0, 4.0, -1.0, 60.0, 277.261, 5.82, 1608.0, 1608.0, -6.0, 0.99999, 60.0, 454.81, 0.235, 107.0, 
1549002997.62, 277.399, 5.9, 1619.0, 1619.0, -7.0, 0.99999, 60.001, 277.459, 6.06, 1629.0, 1629.0, 4.0, -1.0, 60.0, 277.261, 5.82, 1608.0, 1608.0, -6.0, 0.99999, 60.0, 454.81, 0.235, 107.0, 
1549002997.7, 277.399, 5.9, 1619.0, 1619.0, -7.0, 0.99999, 60.001, 277.459, 6.06, 1629.0, 1629.0, 4.0, -1.0, 60.0, 277.261, 5.82, 1608.0, 1608.0, -6.0, 0.99999, 60.0, 454.81, 0.235, 107.0, 4.72
1549002998.12, 277.299, 5.9, 1620.0, 1620.0, -12.0, 0.99997, 60.001, 277.439, 6.04, 1624.0, 1624.0, 8.0, -0.99999, 60.002, 277.237, 5.82, 1608.0, 1608.0, -12.0, 0.99997, 60.0, 454.79, 0.237, 108.0, 4.72
1549002998.62, 277.299, 5.9, 1620.0, 1620.0, -12.0, 0.99997, 60.001, 277.439, 6.04, 1624.0, 1624.0, 8.0, -0.99999, 60.002, 277.237, 5.82, 1608.0, 1608.0, -12.0, 0.99997, 60.0, 454.79, 0.237, 108.0, 4.72
1549002999.12, 277.376, 5.91, 1620.0, 1620.0, -9.0, 0.99998, 60.0, 277.327, 6.04, 1623.0, 1623.0, 5.0, -1.0, 60.0, 277.206, 5.8, 1602.0, 1602.0, -8.0, 0.99999, 60.001, 454.79, 0.236, 107.0, 4.72
1549002999.62, 277.376, 5.91, 1620.0, 1620.0, -9.0, 0.99998, 60.0, 277.327, 6.04, 1623.0, 1623.0, 5.0, -1.0, 60.0, 277.206, 5.8, 1602.0, 1602.0, -8.0, 0.99999, 60.001, 454.79, 0.236, 107.0, 4.72
1549003000.12, 277.326, 5.91, 1621.0, 1621.0, -8.0, 0.99999, 60.0, 277.434, 6.05, 1629.0, 1629.0, 4.0, -1.0, 60.0, 277.29, 5.81, 1607.0, 1607.0, -9.0, 0.99999, 60.0, 454.56, 0.237, 108.0, 4.72
1549003000.62, 277.326, 5.91, 1621.0, 1621.0, -8.0, 0.99999, 60.0, 277.434, 6.05, 1629.0, 1629.0, 4.0, -1.0, 60.0, 277.29, 5.81, 1607.0, 1607.0, -9.0, 0.99999, 60.0, 454.56, 0.237, 108.0, 4.72
1549003001.14, 277.385, 5.89, 1616.0, 1616.0, -11.0, 0.99998, 60.0, 277.452, 6.01, 1618.0, 1618.0, 6.0, -0.99999, 60.001, 277.243, 5.79, 1601.0, 1601.0, -10.0, 0.99998, 60.0, 448.29, 0.235, 105.0, 4.72
1549003001.58, 277.385, 5.89, 1616.0, 1616.0, -11.0, 0.99998, 60.0, 277.452, 6.01, 1618.0, 1618.0, 6.0, -0.99999, 60.001, 277.243, 5.79, 1601.0, 1601.0, -10.0, 0.99998, 60.0, 448.29, 0.235, 105.0, 4.72
1549003002.12, 277.461, 5.88, 1613.0, 1613.0, -12.0, 0.99997, 60.001, 277.33, 6.01, 1616.0, 1616.0, 7.0, -0.99999, 60.0, 277.309, 5.8, 1603.0, 1603.0, -10.0, 0.99998, 60.0, 448.54, 0.235, 105.0, 4.72
1549003002.62, 277.461, 5.88, 1613.0, 1613.0, -12.0, 0.99997, 60.001, 277.33, 6.01, 1616.0, 1616.0, 7.0, -0.99999, 60.0, 277.309, 5.8, 1603.0, 1603.0, -10.0, 0.99998, 60.0, 448.54, 0.235, 105.0, 4.72
1549003003.12, 277.376, 5.91, 1619.0, 1619.0, -9.0, 0.99998, 60.0, 277.385, 6.02, 1620.0, 1620.0, 1.0, -1.0, 60.0, 277.246, 5.83, 1611.0, 1611.0, -5.0, 0.99999, 60.0, 454.8, 0.236, 107.0, 4.72
1549003003.62, 277.376, 5.91, 1619.0, 1619.0, -9.0, 0.99998, 60.0, 277.385, 6.02, 1620.0, 1620.0, 1.0, -1.0, 60.0, 277.246, 5.83, 1611.0, 1611.0, -5.0, 0.99999, 60.0, 454.8, 0.236, 107.0, 4.72
1549003004.12, 277.307, 5.9, 1618.0, 1618.0, -12.0, 0.99997, 59.999, 277.424, 6.02, 1621.0, 1621.0, 5.0, -0.99999, 60.001, 277.224, 5.82, 1608.0, 1608.0, -6.0, 0.99999, 60.0, 454.74, 0.239, 109.0, 4.72
1549003004.68, 277.307, 5.9, 1618.0, 1618.0, -12.0, 0.99997, 59.999, 277.424, 6.02, 1621.0, 1621.0, 5.0, -0.99999, 60.001, 277.224, 5.82, 1608.0, 1608.0, -6.0, 0.99999, 60.0, 454.74, 0.239, 109.0, 4.72
1549003005.12, 241.468, 6.48, 1527.0, 1527.0, -20.0, 0.99992, 59.993, 241.466, 6.59, 1528.0, 1528.0, -11.0, 0.99997, 59.992, 241.364, 6.39, 1518.0, 1518.0, -29.0, 0.99982, 59.993, 454.71, 0.237, 108.0, 4.72
1549003005.62, 241.468, 6.48, 1527.0, 1527.0, -20.0, 0.99992, 59.993, 241.466, 6.59, 1528.0, 1528.0, -11.0, 0.99997, 59.992, 241.364, 6.39, 1518.0, 1518.0, -29.0, 0.99982, 59.993, 454.71, 0.237, 108.0, 4.72
1549003006.12, 241.264, 6.73, 1612.0, 1612.0, -3.0, 1.0, 59.999, 241.318, 6.84, 1613.0, 1613.0, 8.0, -0.99999, 59.999, 241.366, 6.64, 1599.0, 1599.0, -4.0, 1.0, 60.001, 454.89, 0.236, 107.0, 4.72
1549003006.62, 241.264, 6.73, 1612.0, 1612.0, -3.0, 1.0, 59.999, 241.318, 6.84, 1613.0, 1613.0, 8.0, -0.99999, 59.999, 241.366, 6.64, 1599.0, 1599.0, -4.0, 1.0, 60.001, 454.89, 0.236, 107.0, 4.72
1549003007.12, 241.305, 6.72, 1609.0, 1609.0, -6.0, 0.99999, 60.0, 241.401, 6.84, 1613.0, 1613.0, 8.0, -0.99999, 60.002, 241.171, 6.65, 1602.0, 1602.0, -6.0, 0.99999, 60.0, 461.16, 0.235, 108.0, 4.72
1549003007.62, 241.305, 6.72, 1609.0, 1609.0, -6.0, 0.99999, 60.0, 241.401, 6.84, 1613.0, 1613.0, 8.0, -0.99999, 60.002, 241.171, 6.65, 1602.0, 1602.0, -6.0, 0.99999, 60.0, 461.16, 0.235, 108.0, 4.72
1549003008.12, 241.267, 6.72, 1608.0, 1608.0, -3.0, 1.0, 59.998, 241.311, 6.84, 1613.0, 1613.0, 7.0, -0.99999, 60.0, 241.159, 6.67, 1605.0, 1605.0, -4.0, 1.0, 60.0, 461.28, 0.24, 111.0, 4.72
1549003008.62, 241.267, 6.72, 1608.0, 1608.0, -3.0, 1.0, 59.998, 241.311, 6.84, 1613.0, 1613.0, 7.0, -0.99999, 60.0, 241.159, 6.67, 1605.0, 1605.0, -4.0, 1.0, 60.0, 461.28, 0.24, 111.0, 4.72
1549003009.12, 241.334, 6.74, 1612.0, 1612.0, 1.0, -1.0, 60.0, 241.269, 6.84, 1613.0, 1613.0, 9.0, -0.99999, 60.0, 241.141, 6.68, 1607.0, 1607.0, -5.0, 1.0, 60.0, 454.99, 0.237, 108.0, 4.72
1549003009.62, 241.334, 6.74, 1612.0, 1612.0, 1.0, -1.0, 60.0, 241.269, 6.84, 1613.0, 1613.0, 9.0, -0.99999, 60.0, 241.141, 6.68, 1607.0, 1607.0, -5.0, 1.0, 60.0, 454.99, 0.237, 108.0, 4.72
1549003010.12, 241.24, 6.73, 1610.0, 1610.0, -2.0, 1.0, 59.999, 241.379, 6.85, 1616.0, 1616.0, 4.0, -1.0, 60.001, 241.218, 6.67, 1606.0, 1606.0, -1.0, 1.0, 60.0, 454.79, 0.242, 110.0, 4.72
1549003010.62, 241.24, 6.73, 1610.0, 1610.0, -2.0, 1.0, 59.999, 241.379, 6.85, 1616.0, 1616.0, 4.0, -1.0, 60.001, 241.218, 6.67, 1606.0, 1606.0, -1.0, 1.0, 60.0, 454.79, 0.242, 110.0, 4.72
1549003011.12, 241.301, 6.73, 1611.0, 1611.0, -4.0, 1.0, 60.0, 241.337, 6.87, 1620.0, 1620.0, 7.0, -0.99999, 60.0, 241.205, 6.67, 1606.0, 1606.0, -4.0, 1.0, 60.0, 454.75, 0.238, 108.0, 4.72
1549003011.62, 241.301, 6.73, 1611.0, 1611.0, -4.0, 1.0, 60.0, 241.337, 6.87, 1620.0, 1620.0, 7.0, -0.99999, 60.0, 241.205, 6.67, 1606.0, 1606.0, -4.0, 1.0, 60.0, 454.75, 0.238, 108.0, 4.72
1549003012.12, 241.25, 6.76, 1616.0, 1616.0, -4.0, 1.0, 59.999, 241.283, 6.88, 1622.0, 1622.0, 4.0, -1.0, 59.999, 241.182, 6.67, 1605.0, 1605.0, -4.0, 1.0, 60.0, 454.82, 0.237, 108.0, 4.72
1549003012.62, 241.25, 6.76, 1616.0, 1616.0, -4.0, 1.0, 59.999, 241.283, 6.88, 1622.0, 1622.0, 4.0, -1.0, 59.999, 241.182, 6.67, 1605.0, 1605.0, -4.0, 1.0, 60.0, 454.82, 0.237, 108.0, 4.72
1549003013.12, 241.292, 6.73, 1609.0, 1609.0, -4.0, 1.0, 60.0, 241.415, 6.86, 1617.0, 1617.0, 3.0, -1.0, 60.001, 241.198, 6.66, 1602.0, 1602.0, -0.0, -1.0, 60.0, 448.88, 0.237, 106.0, 4.72
1549003013.62, 241.292, 6.73, 1609.0, 1609.0, -4.0, 1.0, 60.0, 241.415, 6.86, 1617.0, 1617.0, 3.0, -1.0, 60.001, 241.198, 6.66, 1602.0, 1602.0, -0.0, -1.0, 60.0, 448.88, 0.237, 106.0, 4.72
1549003014.12, 241.24, 6.73, 1609.0, 1609.0, -3.0, 1.0, 60.0, 241.334, 6.85, 1615.0, 1615.0, 5.0, -1.0, 59.999, 241.161, 6.66, 1603.0, 1603.0, -3.0, 1.0, 60.0, 448.28, 0.236, 106.0, 4.72
1549003014.61, 241.24, 6.73, 1609.0, 1609.0, -3.0, 1.0, 60.0, 241.334, 6.85, 1615.0, 1615.0, 5.0, -1.0, 59.999, 241.161, 6.66, 1603.0, 1603.0, -3.0, 1.0, 60.0, 448.28, 0.236, 106.0, 4.72
1549003015.12, 241.29, 6.75, 1614.0, 1614.0, -4.0, 1.0, 60.001, 241.272, 6.87, 1619.0, 1619.0, 4.0, -1.0, 60.0, 241.161, 6.67, 1604.0, 1604.0, -3.0, 1.0, 60.0, 454.24, 0.237, 108.0, 4.72
1549003015.62, 241.29, 6.75, 1614.0, 1614.0, -4.0, 1.0, 60.001, 241.272, 6.87, 1619.0, 1619.0, 4.0, -1.0, 60.0, 241.161, 6.67, 1604.0, 1604.0, -3.0, 1.0, 60.0, 454.24, 0.237, 108.0, 4.72
1549003016.12, 241.257, 6.76, 1616.0, 1616.0, -5.0, 1.0, 60.0, 241.398, 6.87, 1621.0, 1621.0, 5.0, -1.0, 60.001, 241.248, 6.69, 1610.0, 1610.0, -3.0, 1.0, 60.0, 454.8, 0.236, 108.0, 4.72
1549003016.62, 241.257, 6.76, 1616.0, 1616.0, -5.0, 1.0, 60.0, 241.398, 6.87, 1621.0, 1621.0, 5.0, -1.0, 60.001, 241.248, 6.69, 1610.0, 1610.0, -3.0, 1.0, 60.0, 454.8, 0.236, 108.0, 4.72
1549003017.12, 241.291, 6.77, 1618.0, 1618.0, -7.0, 0.99999, 60.0, 241.328, 6.88, 1622.0, 1622.0, 7.0, -0.99999, 60.0, 241.226, 6.68, 1607.0, 1607.0, -5.0, 1.0, 60.0, 454.8, 0.238, 108.0, 4.72
1549003017.62, 241.291, 6.77, 1618.0, 1618.0, -7.0, 0.99999, 60.0, 241.328, 6.88, 1622.0, 1622.0, 7.0, -0.99999, 60.0, 241.226, 6.68, 1607.0, 1607.0, -5.0, 1.0, 60.0, 454.8, 0.238, 108.0, 4.72
1549003018.12, 241.311, 6.76, 1617.0, 1617.0, -4.0, 1.0, 60.001, 241.229, 6.87, 1621.0, 1621.0, 6.0, -0.99999, 60.0, 241.222, 6.68, 1608.0, 1608.0, -4.0, 1.0, 60.0, 454.77, 0.24, 109.0, 4.72
1549003018.62, 241.311, 6.76, 1617.0, 1617.0, -4.0, 1.0, 60.001, 241.229, 6.87, 1621.0, 1621.0, 6.0, -0.99999, 60.0, 241.222, 6.68, 1608.0, 1608.0, -4.0, 1.0, 60.0, 454.77, 0.24, 109.0, 4.72
1549003019.12, 241.288, 6.77, 1618.0, 1618.0, -5.0, 1.0, 60.0, 241.366, 6.88, 1622.0, 1622.0, 9.0, -0.99998, 60.001, 241.253, 6.68, 1609.0, 1609.0, -4.0, 1.0, 60.0, 460.02, 0.24, 110.0, 4.72
1549003019.62, 241.288, 6.77, 1618.0, 1618.0, -5.0, 1.0, 60.0, 241.366, 6.88, 1622.0, 1622.0, 9.0, -0.99998, 60.001, 241.253, 6.68, 1609.0, 1609.0, -4.0, 1.0, 60.0, 460.02, 0.24, 110.0, 4.72
1549003020.12, 241.329, 6.77, 1616.0, 1616.0, -6.0, 0.99999, 60.0, 241.321, 6.87, 1620.0, 1620.0, 8.0, -0.99999, 60.0, 241.235, 6.68, 1607.0, 1607.0, -4.0, 1.0, 60.0, 461.29, 0.243, 112.0, 4.72
1549003020.62, 241.329, 6.77, 1616.0, 1616.0, -6.0, 0.99999, 60.0, 241.321, 6.87, 1620.0, 1620.0, 8.0, -0.99999, 60.0, 241.235, 6.68, 1607.0, 1607.0, -4.0, 1.0, 60.0, 461.29, 0.243, 112.0, 4.72
1549003021.12, 241.299, 6.79, 1624.0, 1624.0, -6.0, 0.99999, 60.001, 241.247, 6.88, 1623.0, 1623.0, 9.0, -0.99999, 60.0, 241.207, 6.7, 1612.0, 1612.0, -6.0, 0.99999, 60.0, 456.08, 0.236, 108.0, 4.72
1549003021.62, 241.299, 6.79, 1624.0, 1624.0, -6.0, 0.99999, 60.001, 241.247, 6.88, 1623.0, 1623.0, 9.0, -0.99999, 60.0, 241.207, 6.7, 1612.0, 1612.0, -6.0, 0.99999, 60.0, 456.08, 0.236, 108.0, 4.72
1549003022.12, 241.371, 6.78, 1620.0, 1620.0, -4.0, 1.0, 60.0, 241.446, 6.87, 1621.0, 1621.0, 8.0, -0.99999, 60.001, 241.186, 6.68, 1609.0, 1609.0, -4.0, 1.0, 60.0, 454.87, 0.24, 109.0, 4.72
1549003022.62, 241.371, 6.78, 1620.0, 1620.0, -4.0, 1.0, 60.0, 241.446, 6.87, 1621.0, 1621.0, 8.0, -0.99999, 60.001, 241.186, 6.68, 1609.0, 1609.0, -4.0, 1.0, 60.0, 454.87, 0.24, 109.0, 4.72
1549003023.12, 241.311, 6.78, 1621.0, 1621.0, -2.0, 1.0, 60.0, 241.368, 6.88, 1622.0, 1622.0, 7.0, -0.99999, 59.999, 241.242, 6.7, 1614.0, 1614.0, -3.0, 1.0, 60.0, 454.78, 0.238, 108.0, 4.72
1549003023.62, 241.311, 6.78, 1621.0, 1621.0, -2.0, 1.0, 60.0, 241.368, 6.88, 1622.0, 1622.0, 7.0, -0.99999, 59.999, 241.242, 6.7, 1614.0, 1614.0, -3.0, 1.0, 60.0, 454.78, 0.238, 108.0, 4.72
1549003024.12, 241.374, 6.77, 1620.0, 1620.0, -1.0, 1.0, 60.0, 241.258, 6.89, 1625.0, 1625.0, 4.0, -1.0, 60.0, 241.223, 6.7, 1611.0, 1611.0, -4.0, 1.0, 60.0, 454.79, 0.234, 106.0, 4.72
1549003024.62, 241.374, 6.77, 1620.0, 1620.0, -1.0, 1.0, 60.0, 241.258, 6.89, 1625.0, 1625.0, 4.0, -1.0, 60.0, 241.223, 6.7, 1611.0, 1611.0, -4.0, 1.0, 60.0, 454.79, 0.234, 106.0, 4.72
1549003025.14, 241.322, 6.78, 1621.0, 1621.0, -3.0, 1.0, 60.0, 241.403, 6.88, 1623.0, 1623.0, 8.0, -0.99999, 60.002, 241.207, 6.69, 1611.0, 1611.0, -3.0, 1.0, 60.0, 450.32, 0.235, 106.0, 4.72
1549003025.59, 241.322, 6.78, 1621.0, 1621.0, -3.0, 1.0, 60.0, 241.403, 6.88, 1623.0, 1623.0, 8.0, -0.99999, 60.002, 241.207, 6.69, 1611.0, 1611.0, -3.0, 1.0, 60.0, 450.32, 0.235, 106.0, 4.72
1549003026.12, 277.378, 5.89, 1614.0, 1614.0, -9.0, 0.99998, 60.0, 277.342, 6.02, 1619.0, 1619.0, 2.0, -1.0, 60.0, 277.265, 5.8, 1603.0, 1603.0, -5.0, 0.99999, 60.0, 448.31, 0.234, 105.0, 4.72
1549003026.62, 277.378, 5.89, 1614.0, 1614.0, -9.0, 0.99998, 60.0, 277.342, 6.02, 1619.0, 1619.0, 2.0, -1.0, 60.0, 277.265, 5.8, 1603.0, 1603.0, -5.0, 0.99999, 60.0, 448.31, 0.234, 105.0, 4.72
1549003027.12, 277.354, 5.9, 1617.0, 1617.0, -11.0, 0.99998, 60.0, 277.271, 6.02, 1620.0, 1620.0, 7.0, -0.99999, 60.0, 277.214, 5.81, 1605.0, 1605.0, -7.0, 0.99999, 60.0, 452.75, 0.235, 107.0, 4.72
1549003027.62, 277.354, 5.9, 1617.0, 1617.0, -11.0, 0.99998, 60.0, 277.271, 6.02, 1620.0, 1620.0, 7.0, -0.99999, 60.0, 277.214, 5.81, 1605.0, 1605.0, -7.0, 0.99999, 60.0, 452.75, 0.235, 107.0, 4.72
1549003028.12, 277.431, 5.91, 1618.0, 1618.0, -7.0, 0.99999, 60.0, 277.482, 6.03, 1624.0, 1624.0, 4.0, -1.0, 60.001, 277.175, 5.82, 1607.0, 1607.0, -10.0, 0.99998, 60.0, 454.77, 0.233, 106.0, 4.72
